company_name,order_time,product_name,price,quantity,total_price,customer_count,day_of_week,hour
Evos,2026-02-28 20:42:09,Lavash,27500,3,82500,1,Saturday,20
Feed Up,2026-03-09 01:59:50,Lavash,33500,1,33500,2,Monday,1
Feed Up,2026-03-25 18:24:22,Burger,30500,4,122000,1,Wednesday,18
Feed Up,2026-03-02 13:57:24,Lavash,32000,2,64000,3,Monday,13
Feed Up,2026-03-10 18:50:16,Hot-dog,19500,1,19500,3,Tuesday,18
KFC,2026-03-21 13:54:21,Fries,15500,2,31000,1,Saturday,13
Feed Up,2026-03-12 16:12:11,Fries,17000,3,51000,1,Thursday,16
Evos,2026-03-11 11:17:04,Pizza,37500,1,37500,1,Wednesday,11
Oqtepa Lavash,2026-03-03 20:36:16,Burger,36000,2,72000,3,Tuesday,20
Evos,2026-03-21 12:14:24,Fries,21500,3,64500,1,Saturday,12
Max Way,2026-03-11 10:27:46,Burger,30500,1,30500,1,Wednesday,10
Feed Up,2026-03-04 20:40:56,Pizza,35000,2,70000,3,Wednesday,20
Evos,2026-03-06 12:37:38,Burger,22500,4,90000,1,Friday,12
KFC,2026-02-28 18:03:19,Burger,37500,4,150000,2,Saturday,18
KFC,2026-03-11 21:33:16,Burger,30500,1,30500,1,Wednesday,21
KFC,2026-03-20 20:54:22,Lavash,30500,1,30500,1,Friday,20
Oqtepa Lavash,2026-03-08 11:35:59,Pizza,31000,2,62000,1,Sunday,11
KFC,2026-03-22 19:36:02,Burger,23500,1,23500,1,Sunday,19
KFC,2026-03-01 19:19:21,Pizza,30500,3,91500,2,Sunday,19
KFC,2026-03-06 11:26:48,Burger,35500,1,35500,2,Friday,11
Evos,2026-03-06 13:32:15,Lavash,27000,1,27000,1,Friday,13
Oqtepa Lavash,2026-03-22 13:50:56,Lavash,25500,2,51000,1,Sunday,13
KFC,2026-03-23 14:36:41,Burger,30500,3,91500,1,Monday,14
KFC,2026-03-16 13:13:32,Burger,32500,3,97500,2,Monday,13
Evos,2026-03-03 13:19:43,Burger,27000,3,81000,2,Tuesday,13
Feed Up,2026-03-12 13:47:54,Burger,32000,3,96000,2,Thursday,13
KFC,2026-03-16 15:08:53,Fries,15500,3,46500,1,Monday,15
Max Way,2026-03-21 19:34:55,Pizza,36000,3,108000,1,Saturday,19
Oqtepa Lavash,2026-03-22 19:25:48,Lavash,26500,2,53000,3,Sunday,19
Feed Up,2026-03-03 19:37:11,Lavash,36000,4,144000,2,Tuesday,19
Evos,2026-03-22 21:31:07,Cola,17000,1,17000,2,Sunday,21
Feed Up,2026-03-21 11:05:29,Hot-dog,15000,2,30000,2,Saturday,11
Oqtepa Lavash,2026-03-09 11:01:13,Lavash,35000,3,105000,1,Monday,11
Feed Up,2026-03-23 18:15:20,Lavash,28500,3,85500,2,Monday,18
KFC,2026-03-08 15:26:28,Lavash,24000,5,120000,1,Sunday,15
Evos,2026-03-14 10:23:16,Burger,27000,5,135000,1,Saturday,10
Max Way,2026-03-21 18:15:51,Burger,23500,3,70500,2,Saturday,18
KFC,2026-02-28 18:07:26,Fries,18500,2,37000,3,Saturday,18
Oqtepa Lavash,2026-03-16 18:43:07,Burger,32500,4,130000,1,Monday,18
Feed Up,2026-03-25 07:41:54,Hot-dog,19000,4,76000,1,Wednesday,7
KFC,2026-03-22 14:21:00,Lavash,27000,4,108000,2,Sunday,14
Evos,2026-03-15 09:40:19,Lavash,24500,2,49000,1,Sunday,9
Evos,2026-02-27 17:55:54,Pizza,31000,2,62000,1,Friday,17
Max Way,2026-03-09 10:55:49,Pizza,34500,4,138000,2,Monday,10
Oqtepa Lavash,2026-03-17 01:09:33,Cola,17000,3,51000,3,Tuesday,1
Feed Up,2026-03-16 17:05:04,Lavash,30500,2,61000,1,Monday,17
Max Way,2026-03-15 21:54:07,Lavash,26500,3,79500,1,Sunday,21
Evos,2026-03-14 20:15:39,Pizza,31500,2,63000,2,Saturday,20
KFC,2026-03-10 18:56:16,Cola,16000,1,16000,1,Tuesday,18
Max Way,2026-03-03 11:33:43,Pizza,37500,4,150000,1,Tuesday,11
Evos,2026-03-21 21:09:19,Hot-dog,17500,3,52500,1,Saturday,21
Oqtepa Lavash,2026-02-28 21:14:29,Lavash,29500,1,29500,1,Saturday,21
Feed Up,2026-03-09 20:45:03,Pizza,33500,2,67000,2,Monday,20
Oqtepa Lavash,2026-03-20 11:20:08,Lavash,36000,4,144000,1,Friday,11
Oqtepa Lavash,2026-03-21 11:48:05,Lavash,35000,2,70000,1,Saturday,11
Oqtepa Lavash,2026-03-17 22:55:25,Cola,18000,3,54000,2,Tuesday,22
Feed Up,2026-03-01 20:36:28,Pizza,37500,1,37500,1,Sunday,20
Feed Up,2026-03-01 10:08:14,Burger,35500,1,35500,1,Sunday,10
Oqtepa Lavash,2026-03-26 13:37:04,Hot-dog,17000,2,34000,1,Thursday,13
KFC,2026-03-22 18:11:08,Cola,17500,1,17500,1,Sunday,18
Max Way,2026-03-02 13:39:08,Burger,22000,2,44000,1,Monday,13
Feed Up,2026-03-14 13:12:57,Cola,16000,2,32000,3,Saturday,13
Feed Up,2026-03-17 09:58:47,Cola,17000,3,51000,2,Tuesday,9
Evos,2026-03-14 14:25:35,Burger,38000,2,76000,1,Saturday,14
Max Way,2026-03-21 01:07:15,Burger,30000,2,60000,1,Saturday,1
Feed Up,2026-03-24 20:06:20,Fries,16500,2,33000,2,Tuesday,20
Feed Up,2026-03-02 08:00:01,Pizza,30000,4,120000,1,Monday,8
Evos,2026-03-18 21:09:53,Cola,17000,3,51000,3,Wednesday,21
Feed Up,2026-03-16 11:02:55,Burger,31000,3,93000,1,Monday,11
Evos,2026-03-03 19:31:20,Lavash,26000,4,104000,2,Tuesday,19
Oqtepa Lavash,2026-03-15 13:20:53,Lavash,34500,2,69000,1,Sunday,13
KFC,2026-03-01 21:21:39,Cola,17500,3,52500,1,Sunday,21
Evos,2026-03-04 15:31:27,Burger,35500,2,71000,2,Wednesday,15
Max Way,2026-03-24 13:58:36,Lavash,36000,2,72000,3,Tuesday,13
KFC,2026-03-22 13:08:56,Pizza,30000,1,30000,2,Sunday,13
Evos,2026-03-11 13:06:59,Cola,17000,2,34000,1,Wednesday,13
Max Way,2026-03-16 18:49:18,Hot-dog,15000,1,15000,2,Monday,18
Oqtepa Lavash,2026-03-19 12:04:42,Lavash,27000,2,54000,1,Thursday,12
KFC,2026-02-27 14:12:41,Lavash,26500,1,26500,3,Friday,14
Oqtepa Lavash,2026-02-28 15:42:11,Lavash,24500,1,24500,1,Saturday,15
Max Way,2026-03-15 07:12:33,Fries,18500,1,18500,1,Sunday,7
Evos,2026-03-21 20:19:17,Hot-dog,22000,1,22000,1,Saturday,20
KFC,2026-02-26 19:34:26,Burger,26000,3,78000,1,Thursday,19
Evos,2026-02-26 20:26:20,Cola,15000,3,45000,1,Thursday,20
KFC,2026-03-27 18:54:49,Pizza,35500,1,35500,2,Friday,18
Feed Up,2026-03-14 12:17:22,Lavash,30000,1,30000,1,Saturday,12
Max Way,2026-03-21 14:22:22,Lavash,32500,3,97500,2,Saturday,14
KFC,2026-03-22 11:45:51,Burger,34500,3,103500,1,Sunday,11
Max Way,2026-02-27 14:30:00,Cola,15000,1,15000,1,Friday,14
Feed Up,2026-03-19 12:19:07,Fries,19000,1,19000,1,Thursday,12
KFC,2026-03-21 14:11:05,Pizza,38500,1,38500,1,Saturday,14
Oqtepa Lavash,2026-03-21 19:02:15,Hot-dog,23000,2,46000,2,Saturday,19
Max Way,2026-03-06 22:47:01,Hot-dog,22000,2,44000,1,Friday,22
Oqtepa Lavash,2026-03-18 07:57:24,Lavash,28500,3,85500,2,Wednesday,7
Evos,2026-03-05 18:08:12,Lavash,24500,4,98000,1,Thursday,18
Oqtepa Lavash,2026-02-26 21:57:03,Lavash,36000,3,108000,1,Thursday,21
Evos,2026-03-15 14:02:38,Hot-dog,17500,1,17500,2,Sunday,14
Evos,2026-02-28 20:52:44,Hot-dog,19500,4,78000,1,Saturday,20
Evos,2026-03-01 13:06:06,Fries,17500,2,35000,1,Sunday,13
Max Way,2026-03-21 11:42:07,Burger,25500,2,51000,1,Saturday,11
Oqtepa Lavash,2026-03-18 23:09:01,Burger,32000,1,32000,3,Wednesday,23
Max Way,2026-03-26 12:17:18,Burger,37000,3,111000,3,Thursday,12
Evos,2026-03-24 19:58:40,Burger,28000,1,28000,2,Tuesday,19
Oqtepa Lavash,2026-03-22 15:46:15,Hot-dog,24000,1,24000,2,Sunday,15
Max Way,2026-03-09 20:11:15,Burger,32000,3,96000,1,Monday,20
Feed Up,2026-03-27 08:24:04,Burger,31500,1,31500,1,Friday,8
KFC,2026-02-26 21:33:25,Fries,15000,1,15000,2,Thursday,21
Oqtepa Lavash,2026-03-09 13:00:23,Lavash,24500,1,24500,1,Monday,13
Max Way,2026-03-10 20:39:34,Pizza,39000,1,39000,2,Tuesday,20
Max Way,2026-03-27 05:47:15,Pizza,40000,1,40000,1,Friday,5
Evos,2026-03-02 10:29:48,Lavash,29500,2,59000,2,Monday,10
Oqtepa Lavash,2026-03-14 20:25:02,Fries,15000,2,30000,1,Saturday,20
Evos,2026-03-11 21:31:59,Fries,17000,3,51000,1,Wednesday,21
Oqtepa Lavash,2026-03-26 04:18:47,Pizza,38500,5,192500,1,Thursday,4
Oqtepa Lavash,2026-03-13 08:01:40,Burger,25500,3,76500,1,Friday,8
Oqtepa Lavash,2026-03-04 20:54:18,Burger,32500,2,65000,1,Wednesday,20
Feed Up,2026-03-18 09:31:39,Pizza,37500,1,37500,2,Wednesday,9
Oqtepa Lavash,2026-03-21 07:26:53,Lavash,26000,1,26000,1,Saturday,7
Oqtepa Lavash,2026-03-23 09:26:57,Burger,34500,1,34500,1,Monday,9
KFC,2026-03-13 02:23:12,Lavash,34500,1,34500,1,Friday,2
Max Way,2026-02-28 14:06:20,Pizza,36500,1,36500,1,Saturday,14
Max Way,2026-03-02 12:13:15,Burger,32000,1,32000,1,Monday,12
Evos,2026-03-06 19:13:06,Burger,32000,3,96000,3,Friday,19
Oqtepa Lavash,2026-03-19 08:59:47,Lavash,25000,3,75000,3,Thursday,8
Max Way,2026-03-10 19:19:54,Burger,34500,2,69000,1,Tuesday,19
Oqtepa Lavash,2026-03-04 20:45:38,Lavash,31500,1,31500,2,Wednesday,20
Oqtepa Lavash,2026-02-26 18:03:49,Pizza,32500,5,162500,3,Thursday,18
KFC,2026-03-21 07:16:15,Fries,21500,1,21500,2,Saturday,7
Max Way,2026-03-15 13:15:13,Lavash,27000,4,108000,1,Sunday,13
KFC,2026-03-04 18:13:36,Hot-dog,21000,1,21000,1,Wednesday,18
Feed Up,2026-03-07 19:52:25,Cola,18000,4,72000,1,Saturday,19
Max Way,2026-03-03 09:30:58,Pizza,33500,2,67000,2,Tuesday,9
Evos,2026-03-07 09:08:15,Burger,27500,1,27500,1,Saturday,9
KFC,2026-03-10 10:48:51,Lavash,26500,2,53000,1,Tuesday,10
Evos,2026-03-17 16:33:09,Burger,22000,3,66000,1,Tuesday,16
KFC,2026-03-07 11:21:08,Fries,22000,2,44000,3,Saturday,11
Oqtepa Lavash,2026-03-18 16:12:35,Burger,29000,1,29000,1,Wednesday,16
KFC,2026-03-27 11:09:11,Hot-dog,21500,5,107500,2,Friday,11
Evos,2026-03-11 13:13:04,Lavash,30500,4,122000,1,Wednesday,13
Feed Up,2026-03-09 12:30:01,Cola,18000,2,36000,1,Monday,12
Oqtepa Lavash,2026-03-21 12:20:10,Lavash,33500,2,67000,1,Saturday,12
Max Way,2026-03-22 17:50:45,Lavash,28500,3,85500,1,Sunday,17
Max Way,2026-03-16 13:50:48,Lavash,29500,2,59000,1,Monday,13
Oqtepa Lavash,2026-03-25 20:27:53,Burger,27000,1,27000,1,Wednesday,20
KFC,2026-03-13 22:40:54,Lavash,30000,4,120000,2,Friday,22
Feed Up,2026-03-06 13:20:38,Hot-dog,22500,3,67500,1,Friday,13
Max Way,2026-03-15 19:43:31,Lavash,35500,2,71000,1,Sunday,19
Oqtepa Lavash,2026-03-21 11:58:45,Cola,17000,2,34000,1,Saturday,11
Max Way,2026-03-07 20:38:44,Burger,28500,1,28500,1,Saturday,20
Feed Up,2026-03-01 19:37:16,Burger,34000,1,34000,1,Sunday,19
KFC,2026-03-25 14:41:04,Pizza,31500,1,31500,1,Wednesday,14
Feed Up,2026-02-26 18:11:43,Lavash,31000,2,62000,2,Thursday,18
Feed Up,2026-03-24 20:33:45,Lavash,28500,4,114000,1,Tuesday,20
KFC,2026-03-02 13:29:47,Cola,17000,3,51000,1,Monday,13
Max Way,2026-03-01 21:13:28,Burger,37000,1,37000,2,Sunday,21
Feed Up,2026-03-08 04:44:04,Burger,28000,3,84000,1,Sunday,4
Max Way,2026-03-11 22:38:34,Burger,30500,2,61000,2,Wednesday,22
Oqtepa Lavash,2026-03-10 11:49:50,Burger,34000,1,34000,2,Tuesday,11
Evos,2026-03-15 21:09:12,Lavash,30000,3,90000,1,Sunday,21
Max Way,2026-03-01 07:25:08,Pizza,30000,1,30000,1,Sunday,7
Feed Up,2026-03-18 13:17:21,Hot-dog,22500,3,67500,1,Wednesday,13
Oqtepa Lavash,2026-03-20 20:22:06,Burger,27500,1,27500,1,Friday,20
Evos,2026-03-13 12:50:51,Lavash,30500,3,91500,2,Friday,12
Oqtepa Lavash,2026-02-28 12:16:20,Lavash,25500,1,25500,2,Saturday,12
Feed Up,2026-03-21 15:30:59,Lavash,28500,1,28500,2,Saturday,15
KFC,2026-03-09 14:27:01,Lavash,32000,3,96000,2,Monday,14
KFC,2026-03-19 13:15:26,Fries,16500,1,16500,2,Thursday,13
KFC,2026-03-24 14:26:03,Lavash,26500,1,26500,2,Tuesday,14
KFC,2026-03-19 11:38:49,Pizza,34000,3,102000,1,Thursday,11
Max Way,2026-03-21 17:52:38,Lavash,31500,2,63000,2,Saturday,17
Feed Up,2026-03-23 08:17:21,Fries,16000,2,32000,1,Monday,8
Oqtepa Lavash,2026-03-13 12:58:02,Pizza,37000,1,37000,2,Friday,12
Oqtepa Lavash,2026-03-07 14:00:36,Hot-dog,20000,2,40000,2,Saturday,14
Evos,2026-02-26 12:53:40,Lavash,36000,2,72000,1,Thursday,12
Feed Up,2026-03-19 11:09:41,Lavash,24500,3,73500,3,Thursday,11
Oqtepa Lavash,2026-03-27 09:33:17,Burger,22500,2,45000,2,Friday,9
Evos,2026-03-14 13:29:30,Lavash,28500,2,57000,1,Saturday,13
Max Way,2026-03-01 12:32:57,Cola,16500,3,49500,3,Sunday,12
KFC,2026-03-03 14:48:46,Hot-dog,17000,4,68000,1,Tuesday,14
Max Way,2026-03-18 19:17:06,Fries,19500,2,39000,1,Wednesday,19
KFC,2026-03-24 03:41:23,Lavash,35500,2,71000,2,Tuesday,3
KFC,2026-03-10 14:59:33,Lavash,27000,1,27000,3,Tuesday,14
Evos,2026-03-09 20:13:42,Lavash,34000,4,136000,1,Monday,20
Evos,2026-03-25 19:05:29,Fries,19000,2,38000,1,Wednesday,19
Evos,2026-03-08 12:19:26,Burger,22500,4,90000,3,Sunday,12
Evos,2026-03-01 18:07:28,Burger,38000,5,190000,1,Sunday,18
Evos,2026-03-11 20:03:02,Lavash,35000,3,105000,2,Wednesday,20
Oqtepa Lavash,2026-03-23 18:40:40,Fries,18500,1,18500,2,Monday,18
Oqtepa Lavash,2026-03-11 12:16:04,Burger,36000,2,72000,1,Wednesday,12
Evos,2026-03-27 20:34:34,Burger,23000,4,92000,2,Friday,20
Oqtepa Lavash,2026-03-15 12:38:03,Lavash,32500,2,65000,1,Sunday,12
Feed Up,2026-03-16 09:52:35,Hot-dog,18000,2,36000,1,Monday,9
Oqtepa Lavash,2026-02-26 09:01:43,Lavash,31500,2,63000,1,Thursday,9
Max Way,2026-03-02 21:50:42,Hot-dog,15000,2,30000,1,Monday,21
Evos,2026-03-14 09:36:41,Fries,21000,2,42000,2,Saturday,9
KFC,2026-02-28 19:52:51,Hot-dog,15000,3,45000,1,Saturday,19
Feed Up,2026-03-20 21:02:55,Burger,25500,1,25500,1,Friday,21
Evos,2026-03-15 09:35:38,Hot-dog,18500,1,18500,3,Sunday,9
Max Way,2026-03-10 12:57:29,Cola,15000,1,15000,1,Tuesday,12
Oqtepa Lavash,2026-03-13 13:33:50,Burger,29000,5,145000,1,Friday,13
Oqtepa Lavash,2026-03-21 13:47:06,Burger,27000,4,108000,2,Saturday,13
Feed Up,2026-03-07 17:43:54,Lavash,36000,1,36000,2,Saturday,17
Evos,2026-02-28 14:38:43,Lavash,35500,1,35500,1,Saturday,14
KFC,2026-03-07 22:34:13,Lavash,25500,5,127500,1,Saturday,22
Oqtepa Lavash,2026-02-27 21:06:48,Burger,26500,4,106000,3,Friday,21
KFC,2026-03-03 14:28:07,Fries,17500,2,35000,1,Tuesday,14
Feed Up,2026-02-28 03:40:28,Burger,36000,2,72000,1,Saturday,3
Feed Up,2026-03-16 12:49:40,Lavash,28000,2,56000,1,Monday,12
Oqtepa Lavash,2026-03-14 11:58:48,Cola,15500,3,46500,1,Saturday,11
KFC,2026-03-22 06:13:08,Cola,17000,1,17000,1,Sunday,6
Max Way,2026-03-23 12:31:23,Pizza,37000,3,111000,1,Monday,12
Feed Up,2026-03-17 11:32:25,Pizza,38500,3,115500,1,Tuesday,11
Evos,2026-02-28 14:58:45,Pizza,34500,3,103500,3,Saturday,14
Evos,2026-02-28 20:47:23,Lavash,25000,2,50000,2,Saturday,20
Evos,2026-03-10 13:29:58,Lavash,27000,1,27000,2,Tuesday,13
KFC,2026-03-08 18:22:47,Hot-dog,24000,2,48000,1,Sunday,18
Evos,2026-03-06 21:59:39,Pizza,31500,2,63000,1,Friday,21
Oqtepa Lavash,2026-03-24 07:42:06,Cola,16500,2,33000,1,Tuesday,7
KFC,2026-03-27 11:48:19,Burger,30500,3,91500,1,Friday,11
Feed Up,2026-03-05 14:44:31,Hot-dog,22000,1,22000,2,Thursday,14
Evos,2026-03-22 14:18:42,Fries,20000,5,100000,3,Sunday,14
KFC,2026-03-01 21:40:22,Lavash,35500,1,35500,2,Sunday,21
Max Way,2026-03-03 14:12:26,Hot-dog,21000,2,42000,1,Tuesday,14
KFC,2026-03-09 21:00:08,Cola,16000,3,48000,3,Monday,21
Oqtepa Lavash,2026-03-25 08:54:53,Fries,16000,1,16000,2,Wednesday,8
Evos,2026-03-14 07:13:46,Pizza,37000,5,185000,1,Saturday,7
Feed Up,2026-03-15 01:30:55,Burger,36000,2,72000,1,Sunday,1
Max Way,2026-03-09 11:01:39,Lavash,26500,1,26500,2,Monday,11
Oqtepa Lavash,2026-03-22 21:27:56,Burger,31500,1,31500,2,Sunday,21
KFC,2026-03-08 14:08:24,Lavash,27000,1,27000,1,Sunday,14
KFC,2026-03-16 21:40:21,Hot-dog,20500,2,41000,1,Monday,21
Evos,2026-03-08 20:51:05,Hot-dog,19500,2,39000,1,Sunday,20
Feed Up,2026-03-25 14:00:11,Cola,17500,3,52500,1,Wednesday,14
KFC,2026-03-22 19:17:49,Cola,16000,4,64000,1,Sunday,19
Max Way,2026-03-02 21:14:36,Burger,22000,1,22000,2,Monday,21
Feed Up,2026-03-25 11:46:47,Lavash,35000,1,35000,2,Wednesday,11
Oqtepa Lavash,2026-03-01 07:16:44,Fries,21000,2,42000,1,Sunday,7
Oqtepa Lavash,2026-03-04 08:44:00,Fries,17000,1,17000,1,Wednesday,8
Evos,2026-03-10 07:12:03,Burger,33500,2,67000,1,Tuesday,7
KFC,2026-03-26 07:13:37,Burger,24500,1,24500,3,Thursday,7
Evos,2026-03-14 09:06:51,Burger,22000,2,44000,1,Saturday,9
Max Way,2026-03-15 13:33:20,Lavash,30500,1,30500,1,Sunday,13
Oqtepa Lavash,2026-03-16 17:00:09,Lavash,30500,4,122000,2,Monday,17
Evos,2026-02-28 21:11:45,Fries,20500,1,20500,1,Saturday,21
Evos,2026-03-03 14:55:21,Lavash,34000,3,102000,1,Tuesday,14
KFC,2026-03-24 08:18:47,Pizza,31500,1,31500,2,Tuesday,8
Evos,2026-02-27 12:16:20,Burger,26500,1,26500,3,Friday,12
Oqtepa Lavash,2026-03-03 19:09:08,Fries,16000,4,64000,1,Tuesday,19
Evos,2026-03-23 15:11:42,Burger,27500,1,27500,1,Monday,15
Max Way,2026-03-17 16:02:54,Lavash,25000,1,25000,1,Tuesday,16
Max Way,2026-03-14 10:41:11,Lavash,29500,1,29500,1,Saturday,10
Feed Up,2026-03-02 19:16:21,Hot-dog,21500,3,64500,1,Monday,19
Evos,2026-03-09 19:19:39,Lavash,31000,2,62000,1,Monday,19
Oqtepa Lavash,2026-03-10 11:47:03,Burger,33000,1,33000,2,Tuesday,11
Max Way,2026-03-24 20:17:42,Burger,33500,1,33500,1,Tuesday,20
Evos,2026-03-21 12:11:24,Burger,34500,2,69000,1,Saturday,12
KFC,2026-03-21 13:10:23,Lavash,27500,4,110000,1,Saturday,13
Max Way,2026-03-07 11:50:23,Burger,29000,1,29000,2,Saturday,11
KFC,2026-03-23 19:17:59,Lavash,36000,2,72000,2,Monday,19
Max Way,2026-03-14 18:44:59,Burger,35000,1,35000,2,Saturday,18
KFC,2026-03-07 11:18:12,Pizza,36000,2,72000,1,Saturday,11
Oqtepa Lavash,2026-02-28 17:55:41,Burger,35000,5,175000,2,Saturday,17
Max Way,2026-03-06 21:18:26,Lavash,32500,1,32500,2,Friday,21
Evos,2026-03-09 07:46:34,Pizza,32000,1,32000,1,Monday,7
Max Way,2026-03-20 19:50:42,Pizza,31000,2,62000,1,Friday,19
Evos,2026-02-28 13:50:32,Cola,17500,1,17500,1,Saturday,13
Evos,2026-03-21 13:24:03,Lavash,31500,3,94500,2,Saturday,13
KFC,2026-03-06 16:52:30,Cola,17000,4,68000,1,Friday,16
Feed Up,2026-03-06 11:08:07,Burger,31000,2,62000,1,Friday,11
KFC,2026-03-10 10:41:17,Hot-dog,17000,3,51000,3,Tuesday,10
Max Way,2026-03-18 12:25:13,Burger,28000,2,56000,1,Wednesday,12
KFC,2026-03-21 17:19:00,Pizza,33000,2,66000,1,Saturday,17
Max Way,2026-03-27 08:41:26,Pizza,36000,3,108000,1,Friday,8
Evos,2026-03-27 02:43:56,Burger,29000,1,29000,1,Friday,2
Evos,2026-03-08 09:50:49,Lavash,33000,1,33000,1,Sunday,9
KFC,2026-03-06 15:48:48,Pizza,31000,1,31000,1,Friday,15
Feed Up,2026-03-25 13:30:42,Lavash,27000,5,135000,1,Wednesday,13
KFC,2026-03-22 14:44:16,Burger,24500,3,73500,3,Sunday,14
Feed Up,2026-03-04 07:16:58,Burger,24500,1,24500,1,Wednesday,7
Oqtepa Lavash,2026-03-15 18:49:01,Pizza,30500,4,122000,2,Sunday,18
Feed Up,2026-02-27 14:53:56,Fries,18000,4,72000,3,Friday,14
Oqtepa Lavash,2026-02-27 21:56:39,Pizza,39500,1,39500,1,Friday,21
Evos,2026-03-03 14:47:59,Fries,17500,1,17500,1,Tuesday,14
Evos,2026-03-07 07:03:44,Lavash,31500,2,63000,2,Saturday,7
Max Way,2026-03-15 10:34:24,Cola,15000,1,15000,2,Sunday,10
Evos,2026-02-28 14:13:56,Hot-dog,17000,3,51000,1,Saturday,14
KFC,2026-03-22 23:19:57,Cola,16500,3,49500,1,Sunday,23
Feed Up,2026-03-21 07:05:07,Burger,26000,4,104000,1,Saturday,7
Max Way,2026-03-24 21:04:49,Burger,28500,5,142500,1,Tuesday,21
Max Way,2026-03-07 13:38:04,Burger,29500,2,59000,3,Saturday,13
Evos,2026-03-07 22:42:24,Pizza,31500,3,94500,3,Saturday,22
Evos,2026-03-01 11:03:04,Pizza,33500,1,33500,1,Sunday,11
Oqtepa Lavash,2026-03-17 21:11:24,Burger,24000,2,48000,1,Tuesday,21
Oqtepa Lavash,2026-03-07 19:31:47,Lavash,28500,4,114000,1,Saturday,19
Max Way,2026-03-19 06:45:29,Burger,30500,2,61000,3,Thursday,6
Oqtepa Lavash,2026-03-06 15:38:14,Burger,23500,1,23500,1,Friday,15
Feed Up,2026-03-08 13:42:58,Hot-dog,21000,1,21000,1,Sunday,13
Max Way,2026-03-22 10:40:46,Fries,15500,2,31000,1,Sunday,10
Evos,2026-03-09 02:24:55,Pizza,30000,2,60000,2,Monday,2
Evos,2026-03-17 11:53:14,Fries,15000,5,75000,1,Tuesday,11
Max Way,2026-03-22 11:50:44,Cola,17000,2,34000,2,Sunday,11
Feed Up,2026-03-16 20:26:34,Lavash,33500,1,33500,1,Monday,20
Feed Up,2026-03-12 14:00:30,Hot-dog,21500,1,21500,1,Thursday,14
Evos,2026-03-21 09:14:09,Burger,26500,1,26500,1,Saturday,9
Oqtepa Lavash,2026-03-11 20:33:12,Burger,33000,5,165000,1,Wednesday,20
Oqtepa Lavash,2026-02-28 18:35:17,Lavash,31000,2,62000,1,Saturday,18
Oqtepa Lavash,2026-03-18 21:22:42,Hot-dog,15000,4,60000,3,Wednesday,21
Oqtepa Lavash,2026-03-21 13:09:10,Burger,26000,4,104000,1,Saturday,13
Feed Up,2026-03-16 21:23:31,Burger,23000,2,46000,1,Monday,21
Evos,2026-03-14 20:01:57,Lavash,28500,1,28500,1,Saturday,20
Feed Up,2026-03-05 07:21:55,Cola,18000,1,18000,2,Thursday,7
KFC,2026-03-17 11:35:26,Lavash,31000,1,31000,2,Tuesday,11
Evos,2026-02-28 14:35:59,Lavash,33500,1,33500,1,Saturday,14
KFC,2026-03-24 17:01:43,Burger,29000,2,58000,1,Tuesday,17
Evos,2026-03-04 18:46:57,Lavash,35000,2,70000,3,Wednesday,18
Feed Up,2026-03-09 15:20:52,Fries,17500,2,35000,3,Monday,15
Feed Up,2026-03-15 12:49:01,Hot-dog,23500,3,70500,1,Sunday,12
Feed Up,2026-03-10 21:36:40,Lavash,24500,3,73500,1,Tuesday,21
Evos,2026-03-14 01:04:46,Pizza,30500,2,61000,1,Saturday,1
Evos,2026-03-06 13:02:05,Burger,34500,1,34500,1,Friday,13
Evos,2026-03-17 06:37:57,Lavash,32500,1,32500,1,Tuesday,6
Max Way,2026-03-03 18:39:39,Burger,27000,3,81000,2,Tuesday,18
Oqtepa Lavash,2026-03-21 14:58:11,Burger,32000,3,96000,2,Saturday,14
Max Way,2026-03-05 09:16:11,Pizza,33000,1,33000,1,Thursday,9
Evos,2026-03-19 12:46:21,Lavash,29000,1,29000,2,Thursday,12
Max Way,2026-03-07 13:54:37,Burger,22500,2,45000,2,Saturday,13
Max Way,2026-03-02 09:28:03,Burger,29500,5,147500,1,Monday,9
Max Way,2026-03-07 16:22:11,Pizza,33500,4,134000,1,Saturday,16
Max Way,2026-03-13 11:17:01,Fries,22000,4,88000,1,Friday,11
Oqtepa Lavash,2026-03-18 16:28:10,Fries,15500,2,31000,3,Wednesday,16
Max Way,2026-02-26 07:29:34,Fries,22000,3,66000,3,Thursday,7
Oqtepa Lavash,2026-03-02 13:38:13,Lavash,31500,4,126000,2,Monday,13
Oqtepa Lavash,2026-03-22 19:13:07,Cola,18000,1,18000,1,Sunday,19
Evos,2026-03-25 12:11:09,Burger,23000,2,46000,2,Wednesday,12
Evos,2026-03-16 11:39:14,Pizza,37500,2,75000,1,Monday,11
Evos,2026-02-26 18:41:21,Lavash,30500,1,30500,1,Thursday,18
KFC,2026-03-19 11:31:04,Burger,38000,3,114000,1,Thursday,11
Max Way,2026-03-11 23:51:57,Lavash,26000,1,26000,1,Wednesday,23
KFC,2026-03-27 08:14:05,Hot-dog,21000,3,63000,1,Friday,8
Feed Up,2026-02-28 12:18:28,Burger,31000,4,124000,1,Saturday,12
KFC,2026-03-07 19:12:43,Lavash,33500,3,100500,1,Saturday,19
Evos,2026-03-12 21:45:27,Burger,32500,1,32500,1,Thursday,21
Oqtepa Lavash,2026-03-10 08:50:36,Fries,16000,2,32000,2,Tuesday,8
